课程代码,课程名称,课程英文名称,课程性质,开课学院,任课老师,学分,起止周,上课地点,上课时间,班级
IPT107,思想道德与法治,Morality and the Rule of Law,思想政治理论课,马克思主义学院,黄佐毅,3.0,1-17,H312,"周一第3,4节{第1-17周}",2024级会计学（双语实验班）
IPT107,思想道德与法治,Morality and the Rule of Law,思想政治理论课,马克思主义学院,黄佐毅,3.0,1-17,E104,"周一第8,9节{第1-17周}",2024级国际商务
IPT107,思想道德与法治,Morality and the Rule of Law,思想政治理论课,马克思主义学院,吕君怡,3.0,1-17,F102,"周四第5,6节{第1-17周}",2024级会计学（双语实验班）
IPT107,思想道德与法治,Morality and the Rule of Law,思想政治理论课,马克思主义学院,吕君怡,3.0,1-17,H202,"周四第8,9节{第1-17周}",2024级国际商务
IPT107,思想道德与法治,Morality and the Rule of Law,思想政治理论课,马克思主义学院,吕君怡,3.0,1-17,H201,"周五第5,6节{第1-17周}",2024级金融学类
IPT107,思想道德与法治,Morality and the Rule of Law,通识基础课,马克思主义学院,吕君怡,3.0,1-17,J111,"周五第8,9节{第1-17周}",2024级金融学（智能金融与区块链金融）
IPT107,思想道德与法治,Morality and the Rule of Law,思想政治理论课,马克思主义学院,谭亚莉,3.0,1-17,H104,"周五第5,6节{第1-17周}",2024级金融学类
IPT107,思想道德与法治,Morality and the Rule of Law,思想政治理论课,马克思主义学院,谭亚莉,3.0,1-17,H201,"周五第8,9节{第1-17周}",2024级经济与贸易类
IPT107,思想道德与法治,Morality and the Rule of Law,思想政治理论课,马克思主义学院,王磊/赵吉林,3.0,1-17,H303,"周四第8,9节{第1-17周}",2024级工商管理类（会计学院）
IPT107,思想道德与法治,Morality and the Rule of Law,思想政治理论课,马克思主义学院,张译匀,3.0,1-17,H404,"周五第1,2节{第1-17周}",2024级金融学类
IPT107,思想道德与法治,Morality and the Rule of Law,思想政治理论课,马克思主义学院,张译匀,3.0,1-17,H404,"周五第3,4节{第1-17周}",2024级会计学（注册会计师专门化方向）
CST207,算法分析与设计,Algorithm Analysis and Design,专业必修课,计算机与人工智能学院,施龙,3.0,1-17,B301;B301,"周四第1,2节{第1-17周};周四第3节{第1-17周}",2023级数字经济
CST207,算法分析与设计,Algorithm Analysis and Design,专业方向课,计算机与人工智能学院,王海林,3.0,1-17,B306;B306,"周三第5,6节{第1-17周};周三第7节{第1-17周}",2023级金融数学
CST410,算法交易,Algorithmic Trading,专业必修课,计算机与人工智能学院,邢容,3.0,1-17,C306;C306,"周五第1,2节{第1-17周};周五第3节{第1-17周}",2022级人工智能
CST410,算法交易,Algorithmic Trading,专业方向课,计算机与人工智能学院,邢容,3.0,1-17,H111;H111,"周五第5,6节{第1-17周};周五第7节{第1-17周}",2022级计算机科学与技术
MAT453,随机分析,Stochastic Analysis,专业方向课,数学学院,席悦娟,3.0,1-17,J101;J101,"周三第5,6节{第1-17周};周三第7节{第1-17周}",2022级数学与应用数学
STA305,随机过程,Stochastic Processes,专业必修课,数学学院,骆川义,3.0,1-17,C501;C501,"周三第1,2节{第1-17周};周三第3节{第1-17周}",2023级计算金融
STA305,随机过程,Stochastic Processes,专业方向课,数学学院,骆川义,3.0,1-17,H213;H213,"周四第1,2节{第1-17周};周四第3节{第1-17周}",2023级金融数学（金融服务与量化分析）
STA305,随机过程,Stochastic Processes,大学科基础课,统计学院,吴量/周岭,3.0,1-17,F104;F104,"周四第5,6节{第1-17周};周四第7节{第1-17周}",2023级数据科学与大数据技术
STA305,随机过程,Stochastic Processes,专业必修课,统计学院,佘睿,3.0,1-17,B106;B106,"周二第1,2节{第1-17周};周二第3节{第1-17周}",2023级经济统计学（金融统计与风险管理光华实验班）
STA305,随机过程,Stochastic Processes,大学科基础课,统计学院,佘睿,3.0,1-17,C503;C503,"周三第1,2节{第1-17周};周三第3节{第1-17周}",2023级统计学
MAT520,随机微分方程,Stochastic Differential Equation,专业方向课,数学学院,王琪,3.0,1-17,E202;E202,"周四第5,6节{第1-17周};周四第7节{第1-17周}",2022级计算金融
MKT904,谈判与冲突解决（英）,Negotiation and Conflict Resolution,专业方向课,工商管理学院,APOSTOLAKIS Christos/TESSIERHe？loi？se Anne Marle,3.0,2-9,H208;H208;H208;H208,"周二第1,2节{第2-9周};周二第3节{第2-9周};周三第5,6节{第2-9周};周三第7节{第2-9周}",2022级市场营销（金融服务与营销）
BST200,统计学,Statistics,大学科基础课,统计学院,陈丹丹,3.0,1-17,H102;H102,"周三第7节{第1-17周};周三第8,9节{第1-17周}",2023级税收学
BST200,统计学,Statistics,大学科基础课,统计学院,陈丹丹/陈娟,3.0,1-17,H210;H210,"周五第5,6节{第1-17周};周五第7节{第1-17周}",2023级税收学
BST200,统计学,Statistics,大学科基础课,统计学院,何雅兴,3.0,1-17,H102,"周一第10,11,12节{第1-17周}",2023级国际经济与贸易（国际组织人才光华实验班）
BST200,统计学,Statistics,大学科基础课,统计学院,何雅兴/马丹,3.0,1-17,H302,"周三第10,11,12节{第1-17周}",2023级国际经济与贸易（国际组织人才光华实验班）
BST200,统计学,Statistics,大学科基础课,统计学院,黎春,3.0,1-17,C503;C503,"周一第5,6节{第1-17周};周一第7节{第1-17周}",2023级保险学（财务与会计双语实验班）
BST200,统计学,Statistics,大学科基础课,统计学院,李俭富,3.0,1-17,B106,"周二第10,11,12节{第1-17周}",2023级保险学
BST200,统计学,Statistics,大学科基础课,统计学院,李俭富,3.0,1-17,E104;E104,"周三第5,6节{第1-17周};周三第7节{第1-17周}",2023级经济学（国家经济学基础人才培养基地班）
BST200,统计学,Statistics,大学科基础课,统计学院,李俭富,3.0,1-17,H309,"周一第10,11,12节{第1-17周}",2023级财政学
BST200,统计学,Statistics,大学科基础课,统计学院,彭刚,3.0,1-17,H103;H103,"周一第5,6节{第1-17周};周一第7节{第1-17周}",2023级投资学
BST200,统计学,Statistics,大学科基础课,统计学院,夏怡凡/董春/张红历,3.0,1-17,E104;E104,"周五第5,6节{第1-17周};周五第7节{第1-17周}",2023级经济统计学
TAX306,投资经济学,Investment Economics,专业方向课,财政税务学院,杜艳/王佳/陈霄,3.0,1-17,C308;C308,"周五第5,6节{第1-17周};周五第7节{第1-17周}",2023级财政学
INV209,投资项目管理,Investment Project Management,专业方向课,财政税务学院,王佳,3.0,1-17,C403;C403,"周三第1,2节{第1-17周};周三第3节{第1-17周}",2022级投资学
FIN304,投资学,Investments,专业必修课,财政税务学院,王佳,3.0,1-17,B405;B405,"周三第5,6节{第1-17周};周三第7节{第1-17周}",2023级投资学
FIN304,投资学,Investments,专业必修课,金融学院,倪剑,3.0,1-17,B207,"周四第10,11,12节{第1-17周}",2023级金融学
FIN304,投资学,Investments,专业必修课,金融学院,倪剑,3.0,1-17,B207;B207,"周四第5,6节{第1-17周};周四第7节{第1-17周}",2023级金融学
FIN304,投资学,Investments,专业方向课,金融学院,宋全云,3.0,1-17,B408,"周二第10,11,12节{第1-17周}",2023级数学与应用数学（金融数学光华实验班）
FIN304,投资学,Investments,专业方向课,金融学院,宋全云,3.0,1-17,J101;J101,"周三第1,2节{第1-17周};周三第3节{第1-17周}",2023级金融数学
FIN304,投资学,Investments,专业方向课,金融学院,宋全云,3.0,1-17,B107;B107,"周三第5,6节{第1-17周};周三第7节{第1-17周}",2022级经济学（国家经济学基础人才培养基地班）
FIN304,投资学,Investments,大学科基础课,金融学院,汪勇,3.0,1-17,C203;C203,"周三第1,2节{第1-17周};周三第3节{第1-17周}",2023级数学与应用数学（数学与经济学双学位）
FIN304,投资学,Investments,专业必修课,金融学院,王敬,3.0,1-17,C402,"周四第10,11,12节{第1-17周}",2023级金融学（证券与期货方向）
FIN304,投资学,Investments,专业必修课,金融学院,夏潆焱,3.0,1-17,C401,"周四第10,11,12节{第1-17周}",2023级金融学
FIN304,投资学,Investments,专业必修课,金融学院,夏潆焱,3.0,1-17,B108;B108,"周四第5,6节{第1-17周};周四第7节{第1-17周}",2023级金融学
FIN304,投资学,Investments,专业必修课,金融学院,张璟,3.0,1-17,B205;B205,"周四第5,6节{第1-17周};周四第7节{第1-17周}",2023级金融学
FIN304,投资学,Investments,专业必修课,金融学院,张璟,3.0,1-17,C205;C205,"周五第5,6节{第1-17周};周五第7节{第1-17周}",2023级金融科技
FIN804,投资学（双语）,Investments (Bilingual),大学科基础课,金融学院,郭琳,3.0,1-17,C202,"周二第10,11,12节{第1-17周}",2022级保险学（精算双语实验班）
FIN804,投资学（双语）,Investments (Bilingual),专业必修课,金融学院,刘沙,3.0,1-17,H109;H109,"周四第1,2节{第1-17周};周四第3节{第1-17周}",2022级保险学（财务与会计双语实验班）
FIN804,投资学（双语）,Investments (Bilingual),专业必修课,金融学院,徐若冉,3.0,1-17,C402;C402,"周一第1,2节{第1-17周};周一第3节{第1-17周}",2023级金融学（双语实验班）
FIN804,投资学（双语）,Investments (Bilingual),专业必修课,金融学院,徐若冉,3.0,1-17,C402;C402,"周一第5,6节{第1-17周};周一第7节{第1-17周}",2023级金融学（双语实验班）
FIN904,投资学（英）,Investments(English),专业方向课,经济与管理研究院,黄菊,3.0,1-17,F101;F101,"周四第1,2节{第1-17周};周四第3节{第1-17周}",2022级会计学（经管国际化创新实验班）
FIN904,投资学（英）,Investments(English),专业方向课,经济与管理研究院,黄菊,3.0,1-17,F202;F202,"周四第5,6节{第1-17周};周四第7节{第1-17周}",2022级会计学（经管国际化创新实验班）
IDS314,投资学（英）,Investments (English),专业必修课,特拉华数据科学学院,WANG XUEWU,3.0,1-8,H108;H108;H108;H108,"周一第1,2节{第1-8周};周一第3,4节{第1-8周};周三第1,2节{第1-8周};周三第3节{第1-8周}",2022级金融数学（金融服务与量化分析）
TAX108,投资学毕业论文,Graduation Thesis in Investment Studies,实践环节课,财政税务学院,张佩蕾,8.0,1-17,,,2021级投资学
TAX104,投资学毕业实习,Graduation Internship in Investment Studies,实践环节课,财政税务学院,张佩蕾,6.0,1-17,,,2021级投资学
CST412,图论及其应用,Graph theory and its applications,专业方向课,计算机与人工智能学院,李拓航,3.0,1-17,H104,"周四第10,11,12节{第1-17周}",2022级人工智能
MAT502,拓扑学,Topology,大学科基础课,数学学院,邓洋,3.0,1-17,B406;B406,"周五第1,2节{第1-17周};周五第3节{第1-17周}",2022级数学与应用数学
JNL204,外国新闻事业史,The History of Foreign Journalism Enterprise,专业必修课,人文与艺术学院,谢林子,3.0,1-17,B406;B406,"周三第1,2节{第1-17周};周三第3节{第1-17周}",2022级新闻学（数字传播实验班）
MAT521,微分方程数值解,Numerical Solution of Differential Equations,专业方向课,数学学院,陈新富,3.0,1-17,E101;E101,"周四第1,2节{第1-17周};周四第3节{第1-17周}",2022级计算金融
ECO101,微观经济学,Microeconomics,学科基础课,工商管理学院,蒋玉,3.0,1-17,B203;B203,"周一第5,6节{第1-17周};周一第7节{第1-17周}",2024级工商管理类
ECO101,微观经济学,Microeconomics,学科基础课,工商管理学院,李起铨,3.0,1-17,B406;B406,"周一第1,2节{第1-17周};周一第3节{第1-17周}",2024级工商管理类
ECO101,微观经济学,Microeconomics,学科基础课,工商管理学院,李起铨,3.0,1-17,B406;B406,"周一第5,6节{第1-17周};周一第7节{第1-17周}",2024级工商管理类
ECO101,微观经济学,Microeconomics,学科基础课,工商管理学院,秦志龙,3.0,1-17,C208;C208,"周一第5,6节{第1-17周};周一第7节{第1-17周}",2024级工商管理类
ECO101,微观经济学,Microeconomics,学科基础课,工商管理学院,王雨祥,3.0,1-17,B202;B202,"周一第5,6节{第1-17周};周一第7节{第1-17周}",2024级工商管理类
ECO101,微观经济学,Microeconomics,学科基础课,工商管理学院,袁鹏/刘炎周,3.0,1-17,B402;B402,"周一第1,2节{第1-17周};周一第3节{第1-17周}",2024级工商管理类
ECO101,微观经济学,Microeconomics,学科基础课,工商管理学院,袁鹏/刘炎周,3.0,1-17,B402;B402,"周一第5,6节{第1-17周};周一第7节{第1-17周}",2024级工商管理类
ECO101,微观经济学,Microeconomics,学科基础课,公共管理学院,余津嫺/李起铨,3.0,1-17,H209;H209,"周三第5,6节{第1-17周};周三第7节{第1-17周}",2024级公共管理类
ECO101,微观经济学,Microeconomics,学科基础课,会计学（中外合作办学）项目,王湛,3.0,1-17,H101;H101,"周二第1,2节{第1-17周};周二第3节{第1-17周}",2024级会计学（中外合作办学）
ECO101,微观经济学,Microeconomics,学科基础课,经济学院,甘雨,3.0,1-17,H107;H107,"周一第7节{第1-17周};周一第8,9节{第1-17周}",2024级会计学（双语实验班）
ECO101,微观经济学,Microeconomics,学科基础课,经济学院,黄大康,3.0,1-17,C203;C203,"周三第5,6节{第1-17周};周三第7节{第1-17周}",2024级会计学（注册会计师专门化方向）
ECO101,微观经济学,Microeconomics,学科基础课,经济学院,李小帆,3.0,1-17,H206;H206,"周一第7节{第1-17周};周一第8,9节{第1-17周}",2024级会计学（双语实验班）
ECO101,微观经济学,Microeconomics,学科基础课,经济学院,李元哲,3.0,1-17,C405,"周三第10,11,12节{第1-17周}",2024级会计学（注册会计师专门化方向）
ECO101,微观经济学,Microeconomics,学科基础课,经济学院,李元哲,3.0,1-17,C307;C307,"周三第5,6节{第1-17周};周三第7节{第1-17周}",2024级会计学（注册会计师专门化方向）
ECO101,微观经济学,Microeconomics,学科基础课,经济学院,林熙,3.0,1-17,H206,"周二第10,11,12节{第1-17周}",2024级工商管理类（会计学院）
ECO101,微观经济学,Microeconomics,学科基础课,经济学院,刘恒,3.0,1-17,H313,"周三第10,11,12节{第1-17周}",2024级管理科学与工程类
ECO101,微观经济学,Microeconomics,学科基础课,经济学院,刘恒,3.0,1-17,B108;B108,"周三第5,6节{第1-17周};周三第7节{第1-17周}",2024级法学（法学与国际商务双学位）
ECO101,微观经济学,Microeconomics,学科基础课,经济学院,刘恒,3.0,1-17,H314,"周四第10,11,12节{第1-17周}",2024级管理科学与工程类
ECO101,微观经济学,Microeconomics,学科基础课,经济学院,刘恒,3.0,1-17,H311;H311,"周四第5,6节{第1-17周};周四第7节{第1-17周}",2024级管理科学与工程类
ECO101,微观经济学,Microeconomics,学科基础课,经济学院,徐扬帆,3.0,1-17,H112,"周二第10,11,12节{第1-17周}",2024级工商管理类（会计学院）
ECO101,微观经济学,Microeconomics,学科基础课,经济学院,杨璐,3.0,1-17,H110,"周二第10,11,12节{第1-17周}",2024级工商管理类（会计学院）
